id,year,violent,murder,robbery,prisoners,afam,cauc,male,population,income,density,law,State__alabama,State__alaska,State__albama,State__arizona,State__arkansas,State__california,State__colorado,State__connecticut,State__delaware,State__district of columbia,State__florida,State__georgia,State__hawaii,State__idaho,State__illinois,State__indiana,State__iowa,State__kansas,State__kentucky,State__louisiana,State__maine,State__maryland,State__massachusetts,State__michigan,State__minnesota,State__mississippi,State__missouri,State__montana,State__nebraska,State__nevada,State__new hampshire,State__new jersey,State__new mexico,State__new york,State__north carolina,State__north dakota,State__ohio,State__oklahoma,State__oregon,State__pennsylvania,State__rhode island,State__south carolina,State__south dakota,State__tennessee,State__texas,State__utah,State__vermont,State__virginia,State__washington,State__west virginia,State__wisconsin,State__wyoming
902,1981,441.7,4.2,132.0,65.0,1.6994630000000002,70.77566,17.41645,0.9530069999999999,11853.24,0.9033242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
903,1982,401.8,3.7,114.7,72.0,1.7864630000000001,70.3692,17.29796,0.954176,11976.36,0.9044322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
904,1983,355.2,2.7,112.9,82.0,1.866839,69.90588000000001,17.11524,0.956376,12439.0,0.9065175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
905,1984,334.7,3.4,113.4,92.0,1.951864,69.58003000000001,16.90351,0.961901,13154.6,0.9117545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
906,1985,346.6,3.6,115.9,92.0,2.035812,69.1723,16.70788,0.96895,13598.31,0.9184360999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
907,1986,335.5,3.5,118.7,99.0,2.116862,68.66371,16.42361,0.9773430000000001,14168.58,0.9263915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
908,1987,359.7,3.5,107.7,103.0,2.202196,68.25656,16.13253,0.989603,14602.93,0.9380122999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
909,1988,396.7,4.1,115.2,100.0,2.290507,67.86525999999999,15.80061,0.996417,15384.18,0.9444710999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
910,1989,378.0,4.9,112.4,118.0,2.39171,67.38249,15.434339999999999,1.000665,15784.57,0.9484976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
911,1990,431.9,4.8,122.0,146.0,2.479174,69.39707,15.1211,1.004649,15387.83,0.9613866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
912,1991,462.0,3.7,122.9,157.0,2.52871,68.82858,14.80861,1.00399,14885.35,0.9607559999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
913,1992,394.5,3.6,94.5,173.0,2.547845,68.26462,14.51291,1.0005709999999999,15092.47,0.9574841999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
914,1993,401.7,3.9,101.1,170.0,2.581645,67.69461,14.25883,0.9978520000000001,15252.39,0.9548823000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
915,1994,375.5,4.1,87.3,172.0,2.6394889999999998,67.31688,13.99721,0.9934120000000001,15296.06,0.9506334999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
916,1995,368.0,3.3,92.3,186.0,2.685899,67.00869,13.80606,0.989203,15726.08,0.9466056999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
917,1996,347.2,2.5,83.2,186.0,2.747257,66.90131,13.648620000000001,0.987858,15953.1,0.9453186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
918,1997,333.5,2.5,71.6,205.0,2.8234,66.84111,13.562470000000001,0.986966,16543.44,0.9444651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
919,1998,312.1,2.4,66.7,213.0,2.9053240000000002,66.89433000000001,13.43733,0.9877040000000001,17120.22,0.9451712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920,1999,286.6,3.6,79.5,220.0,2.9576540000000002,66.86559,13.329479999999998,0.990819,17542.33,0.9481521999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
921,1977,636.2,11.9,105.9,230.0,10.5465,52.7606,19.69209,2.991683,9344.497,0.0989804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
922,1978,637.6,11.5,101.3,239.0,10.531419999999999,52.74525,19.423070000000003,3.044365,9678.351999999999,0.10072339999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
923,1979,678.3,12.6,107.6,243.0,10.55307,52.71151,19.23501,3.090266,9664.368,0.1022421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,1980,660.0,11.4,118.1,237.0,10.65547,52.53884,19.01045,3.134502,9422.946,0.10378110000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
925,1981,640.4,10.4,120.2,238.0,10.73265,52.67374,19.00076,3.179235,9481.496,0.1052622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
926,1982,720.0,10.9,122.4,251.0,10.70938,52.608259999999994,18.74896,3.207618,9361.271999999999,0.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
927,1983,616.8,9.8,104.9,270.0,10.67709,52.49292,18.45694,3.234074,9775.0,0.1070779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,1984,624.5,9.2,103.3,276.0,10.66809,52.401579999999996,18.20869,3.271861,10462.69,0.108329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
929,1985,631.0,9.1,93.9,284.0,10.57847,52.28647,17.73742,3.303208,10802.72,0.10936689999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
930,1986,674.6,8.6,99.5,294.0,10.57243,52.12664,17.51189,3.342769,11142.52,0.1106767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
931,1987,664.9,9.3,101.1,324.0,10.557830000000001,51.992309999999996,17.18068,3.3805059999999996,11450.11,0.11192619999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,1988,741.2,9.3,124.7,344.0,10.52018,51.791470000000004,16.76843,3.412091,11825.89,0.1129719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
933,1989,813.7,9.1,130.2,369.0,10.525,51.618359999999996,16.468410000000002,3.4567699999999997,11911.7,0.11445119999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
934,1990,976.6,11.2,152.4,416.0,10.55408,53.26236,16.111279999999997,3.4990639999999997,12230.1,0.1162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
935,1991,972.5,11.3,171.1,451.0,10.609810000000001,53.1396,15.822470000000001,3.5594699999999997,11994.98,0.1182116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
936,1992,944.5,10.4,170.6,473.0,10.70237,52.91803,15.58381,3.600576,12187.15,0.1195768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,1993,1023.4,10.3,187.3,486.0,10.7728,52.671490000000006,15.26661,3.634507,12267.64,0.12070360000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
938,1994,1030.5,9.6,186.1,488.0,10.80368,52.49868000000001,14.972579999999999,3.6664559999999997,12556.99,0.12176469999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
939,1995,981.9,7.9,175.9,494.0,10.86079,52.419940000000004,14.73533,3.699943,12735.34,0.12287680000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
940,1996,996.9,9.0,172.0,515.0,10.90345,52.34179,14.59419,3.738974,12955.9,0.124173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,1997,990.3,8.4,176.2,532.0,10.91852,52.31548,14.45756,3.7900660000000004,13279.46,0.1258698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
942,1998,903.2,8.0,154.9,536.0,10.945969999999999,52.48092,14.3447,3.839578,13774.99,0.12751410000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
943,1999,847.1,6.6,148.2,550.0,11.00561,52.61976,14.267999999999999,3.885736,14075.72,0.1290471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
944,1977,189.1,2.0,17.9,70.0,2.339211,66.82024,18.6216,0.68848,10441.04,0.009064299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
945,1978,163.5,1.9,15.9,76.0,2.423829,66.51689,18.47265,0.68858,11226.22,0.0090656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
946,1979,159.1,2.0,20.3,74.0,2.491668,66.15408000000001,18.27906,0.688334,11192.78,0.0090624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
947,1980,126.8,0.7,20.1,77.0,2.524423,65.82939,18.09102,0.690851,9843.678,0.0090959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
948,1981,104.8,1.8,17.8,88.0,2.5444880000000003,65.59054,17.86058,0.689569,10358.3,0.009079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
949,1982,99.0,2.7,17.1,97.0,2.514136,65.31049,17.56072,0.690615,10232.28,0.0090928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
950,1983,120.0,2.1,15.9,109.0,2.519391,65.02334,17.23169,0.6929850000000001,10195.0,0.009124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
951,1984,147.5,1.8,14.9,115.0,2.550775,64.72329,16.89536,0.697239,11142.62,0.009179999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
952,1985,136.6,1.8,17.1,127.0,2.593929,64.3707,16.54797,0.6984,11058.29,0.009195299999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
953,1986,124.7,4.0,16.2,146.0,2.641168,63.97756,16.17705,0.69598,11349.77,0.0091634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
954,1987,119.7,1.8,12.3,160.0,2.69524,63.83106,15.883379999999999,0.696042,11591.31,0.0091642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
955,1988,113.7,3.1,12.2,160.0,2.758011,63.62806,15.56117,0.698148,11625.49,0.009192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
956,1989,135.5,1.3,11.7,143.0,2.84502,63.37601,15.28081,0.696691,11857.9,0.0091728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
957,1990,162.8,2.0,12.4,175.0,2.934257,65.53576,15.03602,0.696667,12373.36,0.009179000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
958,1991,182.2,1.7,18.8,187.0,2.979279,65.71449,14.976939999999999,0.701445,12398.49,0.009241899999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
959,1992,194.5,0.6,16.9,191.0,3.0501,65.68172,14.9405,0.7086979999999999,12755.86,0.0093375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
960,1993,208.4,3.4,15.0,208.0,3.075289,66.01141,14.895610000000001,0.716258,12791.29,0.0094371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
961,1994,227.6,1.4,18.7,216.0,3.10855,66.321,14.834629999999999,0.723038,13175.9,0.009526399999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
962,1995,207.5,1.8,25.9,236.0,3.1496009999999997,66.6641,14.85353,0.728251,12980.59,0.0095951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
963,1996,177.2,1.2,18.9,252.0,3.297938,66.77264,14.825529999999999,0.730699,13802.36,0.0096274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
964,1997,197.4,1.4,23.3,284.0,3.3943809999999996,66.6871,14.84932,0.730855,13839.61,0.0096294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
965,1998,154.3,1.4,20.2,303.0,3.4387489999999996,66.67903000000001,14.87324,0.730789,14536.91,0.0096286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
966,1999,167.4,2.5,14.1,329.0,3.5449230000000003,66.76824,14.863470000000001,0.733133,14974.52,0.0096595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
967,1977,389.5,10.1,145.8,114.0,5.27952,62.2667,17.92343,4.422921,10041.55,0.10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
968,1978,382.6,9.4,152.4,127.0,5.289421,62.18873000000001,17.75092,4.486313,10535.56,0.1085538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,1979,414.0,9.8,166.1,134.0,5.319052,62.10576,17.58942,4.560474,10451.9,0.1103483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
970,1980,458.1,10.8,180.6,151.0,5.422877,62.40076,17.605970000000003,4.600251999999999,10057.67,0.11177870000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
971,1981,412.6,9.7,171.7,153.0,5.456529,62.45888000000001,17.52084,4.627667,10078.82,0.11244480000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
972,1982,421.1,9.7,175.7,171.0,5.47849,62.405190000000005,17.35298,4.646043,10005.24,0.1128913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
973,1983,402.0,8.8,172.8,173.0,5.497006,62.30478000000001,17.13182,4.6597550000000005,10276.0,0.11322449999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
974,1984,445.4,8.4,166.8,187.0,5.51283,62.224680000000006,16.87781,4.68674,10983.43,0.11388019999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
975,1985,474.4,9.0,180.9,154.0,5.548528,62.126780000000004,16.61646,4.715287,11340.72,0.1145739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
976,1986,539.6,10.4,207.7,149.0,5.570521,61.908919999999995,16.298389999999998,4.738713,11812.46,0.1151431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
977,1987,533.5,9.1,193.8,157.0,5.6088,61.807030000000005,16.012320000000003,4.78293,12198.19,0.1162175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
978,1988,532.7,9.4,173.6,156.0,5.648223000000001,61.558209999999995,15.741610000000001,4.822437,12554.22,0.11717739999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
979,1989,548.9,8.4,160.4,157.0,5.6774379999999995,61.369780000000006,15.46623,4.854461,12754.05,0.11795560000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
980,1990,670.4,10.5,191.2,213.0,5.7164660000000005,63.340990000000005,15.22171,4.890626,12817.6,0.1186469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
981,1991,725.9,11.0,212.9,207.0,5.761826999999999,63.226440000000004,14.97085,4.946886,12794.69,0.12001179999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
982,1992,746.2,10.4,218.2,227.0,5.822478,63.03001,14.76346,5.013999,13376.4,0.12164000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
983,1993,765.8,10.2,220.1,234.0,5.891873,62.833259999999996,14.56281,5.085666000000001,13601.55,0.1233786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
984,1994,747.9,9.3,207.4,250.0,5.952993,62.74009,14.34966,5.163016000000001,13907.71,0.1252551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
